"title","score","release_date","platform"
"Mahjong Towers Eternity",NA,"2006-08-01","pc"
"Mahjong Towers II",NA,"2003-10-23","pc"
"Mahjong VR",NA,"2017-09-22","pc"
"Mahjong World",NA,"2007-06-13","pc"
"Mahjong World Contest",NA,"2016-10-07","pc"
"Mahjong: Epic Tiles",NA,"2016-04-29","pc"
"Mahjong: The Endless Journey",NA,"2006-03-08","pc"
"Mahjongg Artifacts",NA,"2007-03-08","pc"
"Mahjongg Artifacts 2",NA,"2007-11-28","pc"
"Mahjongg Investigations: Under Suspicion",NA,"2008-04-21","pc"
"MahJongg Master 4",NA,"2002-08-13","pc"
"Mahjongg Master 5",NA,"1997-03-04","pc"
"MahJongg Master Deluxe Suite",NA,"2003-06-23","pc"
"Mahjongg XP Championship",NA,"2005-01-31","pc"
"Mahjongg: Legends of the Tiles",NA,"2010-09-27","pc"
"MahJongg: Tiles of Time",NA,"2006-02-17","pc"
"Mahluk:Dark demon",NA,"2016-07-19","pc"
"Mahsung Deluxe",NA,"2016-10-17","pc"
"Maia",NA,"2013-12-03","pc"
"Maidens of a Hollow Dream",NA,"2018-03-30","pc"
"Mainland",NA,"2015-05-08","pc"
"Mainlining",73,"2017-01-26","pc"
"Maize",65,"2016-12-01","pc"
"Majestic",66,"2001-07-31","pc"
"Majestic Nights",32,"2014-10-30","pc"
"Majestic Trials",NA,"2017-10-04","pc"
"Majestic-12",NA,"2012-11-07","pc"
"Majesty 2 Collection",NA,"2011-04-19","pc"
"Majesty 2: Battles of Ardania",55,"2010-11-10","pc"
"Majesty 2: Kingmaker",60,"2010-03-26","pc"
"Majesty 2: Monster Kingdom",56,"2011-01-11","pc"
"Majesty 2: The Fantasy Kingdom Sim",72,"2009-09-17","pc"
"Majesty: The Fantasy Kingdom Sim",NA,"2000-02-29","pc"
"Majesty: The Fantasy Kingdom Sim - Gold Edition",NA,"2002-01-15","pc"
"Majesty: The Northern Expansion",71,"2001-03-22","pc"
"Majong Classic",NA,"2018-03-10","pc"
"Major League Baseball 2K10",NA,"2010-03-02","pc"
"Major League Baseball 2K11",74,"2011-03-08","pc"
"Major League Baseball 2K12",NA,"2012-03-06","pc"
"Major League Baseball 2K9",NA,"2009-03-03","pc"
"Major League Gladiators",NA,"2017-12-18","pc"
"Major Mayhem",NA,"2012-10-11","pc"
"MajorMinor",NA,"2015-12-03","pc"
"Majotori",NA,"2017-03-28","pc"
"Make a word!",NA,"2017-09-29","pc"
"Make America Great Again",NA,"2016-09-15","pc"
"Make America Great Again: The Trump Presidency",NA,"2016-09-26","pc"
"Make Border Great Again!",NA,"2017-10-25","pc"
"MAKE IT as an Artist",NA,"2017-01-13","pc"
"Make it indie!",NA,"2014-05-01","pc"
"Make It Stop",NA,"2015-02-18","pc"
"MakeThatMoney",NA,"2017-03-22","pc"
"Making History II: The War of the World",38,"2010-06-15","pc"
"Making History: The Calm & the Storm Gold Edition",NA,"2008-07-30","pc"
"Making History: The Calm and the Storm",70,"2007-03-13","pc"
"Making History: The Great War",NA,"2015-01-29","pc"
"Making History: The Second World War",NA,"2017-10-13","pc"
"Malavision: The Origin",NA,"2016-10-17","pc"
"Malazard: The Master of Magic",NA,"2016-08-08","pc"
"Maldita Castilla",NA,"2012-12-12","pc"
"Maldita Castilla EX: Cursed Castilla",81,"2016-10-20","pc"
"Malebolgia",NA,"2014-12-04","pc"
"Maleficent Free Fall",NA,"2014-05-15","pc"
"Malevich",NA,"2013-11-07","pc"
"Malfunction",NA,"2017-07-27","pc"
"Malice: 23rd Century Ultraconversion for Quake",NA,"1997-10-15","pc"
"Malkia",NA,"2016-07-26","pc"
"Malkyrs: Arenas of Eternity",NA,"2017-10-18","pc"
"Mall Empire",NA,"2017-02-13","pc"
"Mall Mayhem",NA,"2017-10-06","pc"
"Mall of America Tycoon",NA,"2004-09-28","pc"
"Mall Tycoon",41,"2002-02-03","pc"
"Mall Tycoon 2",NA,"2003-09-24","pc"
"Mall Tycoon 2 Deluxe",NA,"2004-10-05","pc"
"Mall Tycoon 3",57,"2005-10-26","pc"
"Mallow Drops",NA,"2016-11-03","pc"
"Malus Code",NA,"2016-05-06","pc"
"Malzbie's Pinball Collection",NA,"2017-10-27","pc"
"Mama Farm",NA,"2013-11-10","pc"
"Man Alive",NA,"2015-05-25","pc"
"Man in a Maze",NA,"2013-05-03","pc"
"Man in a Maze: Deathmatch",NA,"2014-10-16","pc"
"Man O' War: Corsair",NA,"2016-04-15","pc"
"Man of Honor",NA,"2017-12-07","pc"
"Man of Prey",NA,"2014-04-04","pc"
"Man of War",NA,"1997-09-30","pc"
"Mana Crusher",NA,"2014-05-08","pc"
"ManaCollect",NA,"2015-04-17","pc"
"Manastorm: Champions of G'nar",NA,"2017-01-03","pc"
"Manaya",NA,"2018-05-25","pc"
"Manchester United Soccer 2005",56,"2004-10-28","pc"
"Mandagon",NA,"2016-08-04","pc"
"Maneki's Curse",NA,"2016-10-26","pc"
"Manga Fighter",NA,"2007-12-03","pc"
"Manga Fighter Season 2",NA,"2009-12-14","pc"
"Manhunt",75,"2004-04-20","pc"
"Manhunt 2",NA,"2009-11-06","pc"
"Manhunter",NA,"2014-05-30","pc"
"Maniac GO",NA,"2017-06-29","pc"
"Manic Karts",NA,"1996-07-31","pc"
"MANIC MINERS",NA,"2016-08-08","pc"
"Manifest 99",NA,"2017-09-12","pc"
"Manipulated",NA,"2017-03-28","pc"
"Maniyugi TOKOYO",NA,"2018-03-02","pc"
"Mankind Defender",NA,"2016-12-22","pc"
"Manor Memoirs",NA,"2014-08-23","pc"
"Manor of the Damned!",NA,"2016-11-23","pc"
"MANOS: The Hands of Fate - Director's Cut",NA,"2015-07-30","pc"
"Mansion of Horrors",NA,"2018-06-14","pc"
"Mansions of Madness",NA,"2016-08-01","pc"
"Mansionvania",NA,"2014-02-07","pc"
"Mantis Burn Racing",71,"2016-07-05","pc"
"Manual Samuel",NA,"2016-10-14","pc"
"Many Worlds Theory",NA,"2012-04-08","pc"
"Manyland",NA,"2015-11-17","pc"
"Mapas do Horizonte - Um jogo para conhecer BH",NA,"2018-04-13","pc"
"MAR WAR: The Evil Awakens",NA,"2018-02-01","pc"
"Mara",NA,"2015-06-25","pc"
"Maraiyum: Rise of the Setting Sun",NA,"2016-08-25","pc"
"Marathon 2: Durandal",NA,"1996-09-05","pc"
"Marball Odyssey",NA,"2011-08-12","pc"
"Marble Arena 2",NA,"2011-12-13","pc"
"Marble Blast Gold",NA,"2003-06-17","pc"
"Marble Drop",NA,"1997-02-28","pc"
"Marble Duel",NA,"2015-11-12","pc"
"Marble Masters: The Pit",NA,"2017-07-19","pc"
"Marble Mountain",NA,"2016-04-05","pc"
"Marble Muse",NA,"2015-08-14","pc"
"Marble Run",NA,"2017-10-29","pc"
"Marble Run 2D",NA,"2018-02-27","pc"
"Marble Void",NA,"2016-04-12","pc"
"Marblesared",NA,"2017-10-04","pc"
"Marblez",NA,"2008-01-01","pc"
"Marblize",NA,"2016-11-25","pc"
"Marc Ecko's Getting Up: Contents Under Pressure",69,"2006-02-14","pc"
"March of Empires",NA,"2017-12-11","pc"
"March of Industry",NA,"2015-10-07","pc"
"March of the Eagles",71,"2013-02-18","pc"
"March of the Living",63,"2016-04-20","pc"
"March of War",NA,"2013-06-27","pc"
"March to Glory",NA,"2018-04-13","pc"
"Marchen Forest: Mylne and the Forest Gift",NA,"2018-05-16","pc"
"Marcus Level",NA,"2016-01-20","pc"
"Mare Nostrvm",NA,"2017-11-02","pc"
"Marginal act",NA,"2018-03-27","pc"
"Margot's Word Brain",NA,"2018-04-05","pc"
"Mari and the Black Tower",NA,"2017-10-03","pc"
"Maria the Witch",NA,"2016-03-01","pc"
"Marie's Room",NA,"2018-04-13","pc"
"Mariko: Hot Nightlife",NA,"2018-03-10","pc"
"Marimba VR",NA,"2017-01-02","pc"
"Marine Heavy Gunner: Vietnam",50,"2004-08-22","pc"
"Marine Park Empire",58,"2005-09-22","pc"
"Marine Sharpshooter 3",NA,"2007-05-28","pc"
"Marine Sharpshooter II: Jungle Warfare",52,"2004-06-24","pc"
"Marine Sharpshooter IV: Locked and Loaded",NA,"2008-07-28","pc"
"Mariposa",NA,"2007-03-28","pc"
"Marius",NA,"2018-01-05","pc"
"Mark After Dark",NA,"2017-12-15","pc"
"Mark Leung: Revenge of the Bitch",79,"2010-12-03","pc"
"Mark McMorris Infinite Air",NA,"2016-10-25","pc"
"Mark of the Ninja",91,"2012-10-16","pc"
"Mark of the Ninja: Special Edition",NA,"2013-08-16","pc"
"Marlene",NA,"2016-10-25","pc"
"Marlow Briggs and the Mask of Death",65,"2013-09-20","pc"
"Marooners",70,"2016-03-24","pc"
"Marrow",NA,"2016-11-25","pc"
"Mars 2030",NA,"2016-01-18","pc"
"Mars 2030 VR",NA,"2017-07-11","pc"
"Mars Colony: Challenger",NA,"2014-03-04","pc"
"Mars Colony: Frontier",NA,"2015-09-25","pc"
"Mars Odyssey",NA,"2016-09-09","pc"
"MARS SIMULATOR - RED PLANET",NA,"2017-02-02","pc"
"Mars Taken",NA,"2018-03-23","pc"
"MARS VR",NA,"2017-04-05","pc"
"Mars: War Logs",59,"2013-04-26","pc"
"Martha Madison: Electricity",NA,"2018-02-08","pc"
"Martha Madison: Energy",NA,"2018-02-08","pc"
"Martha Madison: Forces",NA,"2018-02-08","pc"
"Martha Madison: Magnetism",NA,"2018-02-08","pc"
"Martha Madison: Optics",NA,"2018-02-08","pc"
"Martha Madison: Simple Machines Volume 1",NA,"2018-02-08","pc"
"Martha Madison: Simple Machines Volume 2",NA,"2018-02-08","pc"
"Martha Madison: Waves",NA,"2018-02-08","pc"
"Martial Arts: Capoeira",NA,"2014-06-12","pc"
"Martial Empires",NA,"2010-06-30","pc"
"Martial Empires: The Path of the Purgatory",NA,"2011-11-09","pc"
"Martial Heroes",NA,"2004-11-01","pc"
"Martial Law",NA,"2015-05-26","pc"
"Martian Gothic: Unification",NA,"2000-04-30","pc"
"Martian Marine Lander",NA,"2014-02-13","pc"
"Marty Thinks 4th Dimensionally",NA,"2017-09-27","pc"
"Marvel End Time Arena",NA,"2018-04-30","pc"
"Marvel Heroes",58,"2013-06-03","pc"
"Marvel Heroes 2015",81,"2014-06-04","pc"
"Marvel Heroes: Avengers Assemble Pack",NA,"2013-06-03","pc"
"Marvel Heroes: Comic Book Creator",NA,"2006-11-24","pc"
"Marvel Heroes: Knights Pack",NA,"2013-06-03","pc"
"Marvel Heroes: X-Force Pack",NA,"2013-06-03","pc"
"Marvel Puzzle Quest: Avengers Battle Kit",NA,"2013-12-05","pc"
"Marvel Puzzle Quest: Dark Reign",NA,"2013-12-05","pc"
"Marvel Puzzle Quest: Nick Furys Doomsday Plan",NA,"2013-12-05","pc"
"Marvel Puzzle Quest: S.H.I.E.L.D. New Recruit Pack",NA,"2013-12-05","pc"
"Marvel Super Hero Squad Online",NA,"2011-04-29","pc"
"Marvel Trading Card Game",NA,"2007-02-21","pc"
"Marvel vs. Capcom: Infinite",69,"2017-09-19","pc"
"Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue",70,"2017-04-18","pc"
"Marvel's Guardians of the Galaxy - Episode 2: Under Pressure",72,"2017-06-06","pc"
"Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling",72,"2017-08-22","pc"
"Marvel's Guardians of the Galaxy - Episode 4: Who Needs You",71,"2017-10-10","pc"
"Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin'",68,"2017-11-07","pc"
"Marvel's Guardians of the Galaxy: The Telltale Series",78,"2017-04-18","pc"
"Marvel: Ultimate Alliance",82,"2006-10-24","pc"
"Marvel: Ultimate Alliance 2",NA,"2016-07-26","pc"
"Marvel: Ultimate Alliance Bundle",NA,"2016-07-26","pc"
"Marvellous Inc.",NA,"2018-04-27","pc"
"Marvelous Mystery 6 Pack",NA,"2009-04-15","pc"
"Marvin's Mittens",NA,"2014-12-17","pc"
"Marwin and the Evolution Stone",NA,"2016-09-08","pc"
"Mary Kay Andrews: The Fixer Upper",NA,"2010-01-11","pc"
"Mary Le Chef: Cooking Passion",NA,"2017-04-18","pc"
"Mary-Kate and Ashley: Crush Course",NA,"2003-10-01","pc"
"Masha Rescues Grandma",NA,"2016-12-23","pc"
"Mashed",NA,"2008-06-17","pc"
"MashMaster",NA,"2015-05-07","pc"
"Mashou no Nie",NA,"2011-10-28","pc"
"Masked and Mysterious",NA,"2017-11-18","pc"
"Masked Forces",NA,"2016-11-23","pc"
"Masked Forces 2: Mystic Demons",NA,"2017-09-14","pc"
"Masked Forces: Zombie Survival",NA,"2017-07-13","pc"
"Masked Shooters",NA,"2017-05-21","pc"
"Masked Shooters 2",NA,"2016-01-14","pc"
"Masky",NA,"2016-12-16","pc"
"Maso Marble",NA,"2017-10-16","pc"
"Masochisia",68,"2015-10-09","pc"
"Masplado",NA,"2018-02-12","pc"
"Masquerada: Songs and Shadows",64,"2016-09-30","pc"
"Masquerade Mysteries: The Case of the Copycat Curator",NA,"2010-04-21","pc"
"Masquerade: The Baubles of Doom",NA,"2016-04-20","pc"
"Mass Destruction",NA,"1997-10-31","pc"
"Mass Effect",89,"2008-05-28","pc"
"Mass Effect 2",94,"2010-01-26","pc"
"Mass Effect 2: Arrival",63,"2011-03-29","pc"
"Mass Effect 2: Firewalker",NA,"2010-03-23","pc"
"Mass Effect 2: Kasumi - Stolen Memory",71,"2010-04-06","pc"
"Mass Effect 2: Lair of the Shadow Broker",86,"2010-09-07","pc"
"Mass Effect 2: Normandy Crash Site",NA,"2010-01-26","pc"
"Mass Effect 2: Overlord",86,"2010-06-15","pc"
"Mass Effect 2: The Price of Revenge",NA,"2010-01-27","pc"
"Mass Effect 3",89,"2012-03-06","pc"
"Mass Effect 3: Citadel",84,"2013-03-05","pc"
"Mass Effect 3: Earth",NA,"2012-07-17","pc"
"Mass Effect 3: Extended Cut",NA,"2012-06-26","pc"
"Mass Effect 3: Firefight Pack",NA,"2012-08-07","pc"
"Mass Effect 3: From Ashes",NA,"2012-03-06","pc"
"Mass Effect 3: Leviathan",75,"2012-08-28","pc"
"Mass Effect 3: Omega",59,"2012-11-27","pc"
"Mass Effect 3: Rebellion Pack",NA,"2012-05-29","pc"
"Mass Effect 3: Reckoning",NA,"2013-02-26","pc"
"Mass Effect 3: Resurgence Pack",NA,"2012-04-10","pc"
"Mass Effect 3: Retaliation",NA,"2012-10-10","pc"
"Mass Effect Trilogy",NA,"2012-11-06","pc"
"Mass Effect: Andromeda",72,"2017-03-21","pc"
"Mass Effect: Bring Down the Sky",NA,"2008-03-10","pc"
"Mass Effect: Pinnacle Station",NA,"2009-08-25","pc"
"Mass O' Kyzt",NA,"2018-02-02","pc"
"Mass Vector",NA,"2015-11-24","pc"
"Massive",NA,"2016-04-14","pc"
"Massive Assault",77,"2003-10-28","pc"
"Massive Assault Network",74,"2004-04-13","pc"
"Massive Assault: Phantom Renaissance",NA,"2009-11-04","pc"
"Massive Chalice",73,"2015-06-01","pc"
"Massive Cleavage vs Zombies: Awesome Edition",NA,"2016-07-08","pc"
"Mastema: Out of Hell",NA,"2017-03-03","pc"
"Master Levels for Doom II",NA,"1995-06-01","pc"
"Master of ABC",NA,"2017-07-19","pc"
"Master of Alchemy: Rise of the Mechanologists",NA,"2013-03-09","pc"
"Master of Defense",NA,"2006-04-26","pc"
"Master Of Marbles",NA,"2016-07-22","pc"
"Master of Meteor Blades",NA,"2017-12-20","pc"
"Master of Orion",74,"2016-08-25","pc"
"Master of Orion 3",64,"2003-02-25","pc"
"Master of Tactics",NA,"2013-09-12","pc"
"Master Rallye",71,"2002-04-17","pc"
"Master Reboot",59,"2013-10-29","pc"
"Master Spy",68,"2015-09-08","pc"
"Master X Master",76,"2017-06-21","pc"
"Mastermind",NA,"1998-02-28","pc"
"Masters of Anima",70,"2018-04-10","pc"
"Masters Of Chess",NA,"2017-03-14","pc"
"Masters of the World, Geopolitcal Simulator 3",NA,"2013-03-11","pc"
"Masterspace",NA,"2014-04-16","pc"
"Mat Hoffman's Pro BMX",73,"2001-10-23","pc"
"Match & Magic",NA,"2014-06-23","pc"
"Match 3 Revolution",NA,"2015-01-13","pc"
"Match and Crash",NA,"2017-08-03","pc"
"Match Connect Challenge",NA,"2018-05-10","pc"
"Matchbox Emergency Patrol",NA,"2001-08-24","pc"
"Matches & Matrimony: A Pride and Prejudice Tale",NA,"2011-02-10","pc"
"MatchyGotchy",NA,"2018-01-30","pc"
"Material Girl",NA,"2017-06-19","pc"
"Math Blaster Mystery: The Great Brain Robbery",NA,"1996-01-01","pc"
"Math Classroom Challenge",NA,"2018-06-01","pc"
"Math Combat Challenge",NA,"2017-11-03","pc"
"Math Hero",NA,"2018-02-13","pc"
"Math Problem Challenge",NA,"2018-05-20","pc"
"Math Rescue",NA,"2015-05-05","pc"
"Math RTS",NA,"2018-01-08","pc"
"Math Speed Challenge",NA,"2018-05-20","pc"
"Math Tile",NA,"2018-02-08","pc"
"Mathoria: It All Adds Up",NA,"2015-02-21","pc"
"Matoki",NA,"2014-11-19","pc"
"Matris",NA,"2016-05-18","pc"
"Matryoshka Strike",NA,"2017-09-12","pc"
"Matsujitsu Hakobune",NA,"2017-10-05","pc"
"Maui",NA,"2016-04-26","pc"
"Maui Mallard in Cold Shadow",NA,"1996-09-30","pc"
"Maui Wowee",NA,"2005-06-01","pc"
"Mausoleum of the Medusa",NA,"2016-10-27","pc"
"Mavi's Journey",NA,"2018-02-19","pc"
"Max & the Magic Marker",71,"2010-02-08","pc"
"Max Gentlemen",NA,"2014-08-21","pc"
"Max Payne",89,"2001-07-23","pc"
"Max Payne 2: The Fall of Max Payne",86,"2003-10-14","pc"
"Max Payne 3",87,"2012-05-31","pc"
"Max Payne 3: Deathmatch Made in Heaven Mode Pack",NA,"2013-01-22","pc"
"Max Payne 3: Disorganized Crime Map Pack",NA,"2012-08-28","pc"
"Max Payne 3: Hostage Negotiation Map Pack",NA,"2012-10-30","pc"
"Max Payne 3: Local Justice Map Pack",NA,"2012-07-17","pc"
"Max Payne 3: Painful Memories Pack",NA,"2012-12-04","pc"
"Max Stern",NA,"2016-10-21","pc"
"Max's Big Bust - A Captain Nekorai Tale",NA,"2015-11-10","pc"
"Max, an Autistic Journey",NA,"2016-08-19","pc"
"Max: The Curse of Brotherhood",NA,"2014-04-15","pc"
"Maxi Dice",NA,"2008-06-26","pc"
"Maximum Archery The Game",NA,"2016-10-14","pc"
"Maximum Capacity: Hotel Giant",59,"2002-06-24","pc"
"Maximum G-Force Coasters",NA,"2002-09-30","pc"
"Maximum Override",NA,"2016-01-25","pc"
"Maximum Pool",71,"2000-09-06","pc"
"Maximum Roller Coaster",NA,"2011-10-24","pc"
"Maximum Underworld",NA,"2004-08-31","pc"
"Maximum-Football",NA,"2006-02-21","pc"
"Maximum-Football 2.0",NA,"2007-09-21","pc"
"May's Mysteries: The Secret of Dragonville",NA,"2012-06-13","pc"
"Mayan Death Robots",69,"2015-11-20","pc"
"Mayan Prophecies: Blood Moon",NA,"2014-08-07","pc"
"Mayan Prophecies: Cursed Island",NA,"2013-10-03","pc"
"Mayan Prophecies: Ship of Spirits",NA,"2012-10-04","pc"
"Mayas' Virtual Brush",NA,"2017-09-07","pc"
"Mayawaka",NA,"2007-05-10","pc"
"Maybot Run",NA,"2017-10-19","pc"
"Mayday",39,"2000-12-29","pc"
"Mayhem Above",NA,"2017-08-14","pc"
"Mayhem Intergalactic",NA,"2007-07-04","pc"
"Mayhem Triple",NA,"2015-09-04","pc"
"Mayhem ZX",NA,"2017-10-18","pc"
"Mayjasmine episode01 What is God?",NA,"2015-12-02","pc"
"MAZ!",NA,"2017-10-22","pc"
"Maze Bandit",NA,"2017-07-06","pc"
"Maze Lord",NA,"2016-06-17","pc"
"Maze Madness",NA,"2018-05-09","pc"
"Maze of Gaea",NA,"2017-10-17","pc"
"Maze of Infection",NA,"2018-03-26","pc"
"Maze of Mystery",NA,"2014-10-05","pc"
"Maze of Pain",NA,"2018-01-26","pc"
"Maze Roller",NA,"2016-08-23","pc"
"Maze Sounds",NA,"2016-10-01","pc"
"Maze Trials",NA,"2017-10-09","pc"
"Maze Up!",NA,"2017-10-25","pc"
"Maze Walker",NA,"2018-01-15","pc"
"Maze: Nightmare Realm",NA,"2017-08-12","pc"
"Maze: Subject 360",NA,"2015-08-01","pc"
"Maze: The Broken Tower",NA,"2016-10-08","pc"
"Mazebert TD",NA,"2013-07-09","pc"
"MazeBot",NA,"2018-05-03","pc"
"Mazeglaser",NA,"2017-09-15","pc"
"Mazement",NA,"2016-02-19","pc"
"MC Lars: The Video Game",NA,"2016-10-15","pc"
"McDROID",NA,"2012-11-20","pc"
"McOsu",NA,"2017-03-20","pc"
"McPixel",76,"2012-07-09","pc"
"MDK",NA,"1997-04-30","pc"
"MDK2",83,"2000-05-31","pc"
"MDK2 HD",73,"2011-10-12","pc"
"Me and PostApocalypse 2: Scraping",NA,"2014-09-08","pc"
"Me and PostApocalypse Redux",NA,"2015-05-21","pc"
"Meadow",NA,"2016-10-26","pc"
"Meadowland",NA,"2014-10-22","pc"
"Mean Girls",NA,"2009-02-27","pc"
"MEANDERS",NA,"2018-02-07","pc"
"Meanwhile: An Interactive Comic Book",NA,"2018-01-17","pc"
"Measurement Problem",NA,"2016-09-27","pc"
"Meat Boy",NA,"2009-01-01","pc"
"Meat Puppet",NA,"1997-06-30","pc"
"Mech Anarchy",NA,"2016-03-15","pc"
"Mech League Hunting",NA,"2018-03-05","pc"
"Mech Marines: Steel March",NA,"2015-01-09","pc"
"Mech Mice",NA,"2013-10-08","pc"
"Mech n Missile",NA,"2015-03-10","pc"
"Mech Skeleton",NA,"2017-03-21","pc"
"Mecha Ace",NA,"2014-12-05","pc"
"Mecha Ritz: Steel Rondo",NA,"2016-06-10","pc"
"Mecha World",NA,"2012-04-18","pc"
"MechaGore",NA,"2016-06-13","pc"
"Mechanic Escape",NA,"2014-04-15","pc"
"Mechanic Infantry",NA,"2011-07-13","pc"
"MechaNika",NA,"2015-07-16","pc"
"Mechatroniks Attack",NA,"2016-12-01","pc"
"MechCommander",NA,"1998-05-31","pc"
"MechCommander 2",80,"2001-07-18","pc"
"MechCommander Gold",NA,"1999-08-31","pc"
"Mecho Tales",NA,"2017-09-29","pc"
"Mecho Wars",NA,"2010-12-10","pc"
"MechoEcho",NA,"2016-05-18","pc"
"MechRunner",NA,"2016-07-05","pc"
"Mechs & Mercs: Black Talons",NA,"2015-01-09","pc"
"Mechs V Kaijus",NA,"2018-05-04","pc"
"MechTroid",NA,"2018-02-03","pc"
"MechWarrior 2: Mercenaries",NA,"1996-09-30","pc"
"MechWarrior 2: Titanium Trilogy",NA,"1998-04-01","pc"
"MechWarrior 3",NA,"1999-05-31","pc"
"MechWarrior 3 Gold Edition",NA,"2002-03-26","pc"
"MechWarrior 3: Pirate's Moon Expansion Pack",NA,"1999-12-03","pc"
"MechWarrior 4 Compilation",NA,"2004-09-27","pc"
"MechWarrior 4: Black Knight Expansion",78,"2001-10-31","pc"
"MechWarrior 4: Clan 'Mech Pack",NA,"2002-07-26","pc"
"MechWarrior 4: Inner Sphere 'Mech Pack",NA,"2002-06-15","pc"
"MechWarrior 4: Mercenaries",83,"2002-11-07","pc"
"MechWarrior 4: Vengeance",87,"2000-11-23","pc"
"MechWarrior Online",68,"2013-09-17","pc"
"Medal of Honor",72,"2010-10-12","pc"
"Medal of Honor: 10th Anniversary Edition",NA,"2008-09-22","pc"
"Medal of Honor: Airborne",78,"2007-09-04","pc"
"Medal of Honor: Allied Assault",91,"2002-01-20","pc"
"Medal of Honor: Allied Assault - Breakthrough",72,"2003-09-22","pc"
"Medal of Honor: Allied Assault - Spearhead",74,"2002-11-12","pc"
"Medal of Honor: Allied Assault - War Chest",NA,"2004-03-02","pc"
"Medal of Honor: Allied Assault Deluxe Edition",NA,"2003-05-19","pc"
"Medal of Honor: Pacific Assault",80,"2004-11-04","pc"
"Medal of Honor: Warfighter",55,"2012-10-23","pc"
"Medieval Battlefields",NA,"2011-08-15","pc"
"Medieval Battlefields: Black Edition",NA,"2016-06-02","pc"
"Medieval Conquest",66,"2004-09-06","pc"
"Medieval Defenders",NA,"2016-11-11","pc"
"Medieval II Total War: Gold Edition",NA,"2008-02-05","pc"
"Medieval II: Total War",88,"2006-11-13","pc"
"Medieval II: Total War Kingdoms",85,"2007-08-28","pc"
"Medieval Lords: Build, Defend, Expand",57,"2005-11-24","pc"
"Medieval Mercs",NA,"2015-07-01","pc"
"Medieval Mystery Match",NA,"2017-08-01","pc"
"Medieval Playground",NA,"2016-01-29","pc"
"Medieval Real Estate",NA,"2018-01-08","pc"
"Medieval Shopkeeper Simulator",NA,"2018-05-11","pc"
"Medieval: Total War",88,"2002-08-19","pc"
"Medieval: Total War - Viking Invasion",84,"2003-05-07","pc"
"Medieval: Total War Battle Collection",NA,"2004-01-07","pc"
"Medieval: Total War Gold Edition",NA,"2006-02-14","pc"
"Medium Detective: Fright from the Past",NA,"2018-01-06","pc"
"Medusa's Labyrinth",NA,"2016-02-15","pc"
"Medusa's Labyrinth VR",NA,"2017-05-24","pc"
"MEG 9: Lost Echoes",NA,"2017-09-20","pc"
"Mega Coin Squad",56,"2014-08-15","pc"
"Mega Mahjongg",NA,"2002-12-06","pc"
"Mega Man Legacy Collection",85,"2015-08-25","pc"
"Mega Man Legacy Collection 2",73,"2017-08-08","pc"
"Mega Man Legends",NA,"2001-07-14","pc"
"Mega Man Legends 2",NA,"2000-10-24","pc"
"Mega Man X Legacy Collection 1 + 2",NA,"2018-07-24","pc"
"Mega Man X3",NA,"1998-10-05","pc"
"Mega Man X5",NA,"2002-08-20","pc"
"Mega Maze",NA,"2017-06-23","pc"
"Mega Milk Story",NA,"2018-06-08","pc"
"Mega Overload",NA,"2017-04-18","pc"
"Mega Tycoon: The Giant Pack",NA,"2015-04-07","pc"
"Megabyte Punch",69,"2012-05-14","pc"
"Megacity Builder",NA,"2017-07-19","pc"
"Megadimension Neptunia VII",NA,"2016-07-05","pc"
"MegaGlest",NA,"2012-11-13","pc"
"Megalo Polis",NA,"2016-02-26","pc"
"MEGALOMANIAC",NA,"2017-04-26","pc"
"MEGALONIA",NA,"2018-03-08","pc"
"Megamagic: Wizards of the Neon Age",67,"2016-04-20","pc"
"Meganoid",NA,"2017-03-29","pc"
"Megaplex Madness: Now Playing",NA,"2008-10-22","pc"
"Megaplex Madness: Summer Blockbuster",NA,"2009-07-20","pc"
"Megapolis",NA,"2016-06-15","pc"
"MegaRace 1",NA,"2017-11-09","pc"
"MegaRace 2",NA,"1996-08-31","pc"
"MegaRace 3",NA,"2002-01-09","pc"
"MegaRats",NA,"2016-10-31","pc"
